rank,layer,neuron,score
884,11,709,0.46918519675940673
885,15,8823,0.46911252128262726
886,5,751,0.4690569746403861
887,9,8771,0.469048978616413
888,12,102,0.4689849540231131
889,13,7607,0.46887231513153677
890,13,1363,0.46869842015855495
891,8,4910,0.4686403870814091
892,10,7023,0.4686002585722791
893,9,410,0.46842122479913195
894,10,259,0.4681450760427547
895,12,3999,0.46737829551075116
896,13,3366,0.46726570960617947
897,10,5787,0.4670496004739782
898,11,3740,0.4670312785778839
899,16,810,0.46663158755105427
900,10,503,0.4663857026599975
901,11,6349,0.46628354556153134
902,11,6816,0.4657663396802115
903,8,2885,0.4657182071981288
904,12,366,0.4655737654454002
905,12,5695,0.46543006620946953
906,10,1607,0.4653559609217185
907,13,704,0.46516584195105193
908,6,7293,0.46515626664685417
909,12,5659,0.4650286378115849
910,10,3285,0.464703564375942
911,10,8126,0.4645971104908778
912,13,4625,0.46458020817923734
913,12,7905,0.4644651925052452
914,21,2569,0.46429933068041473
915,12,4055,0.4640861460910753
916,12,3836,0.46408525106164406
917,7,8036,0.4640492560018726
918,13,1275,0.46404375119306257
919,12,1802,0.463897302015882
920,12,709,0.4635704005960554
921,10,6393,0.4635116493799811
922,5,792,0.46350742089030156
923,6,1783,0.4634577904894654
924,12,9113,0.46345084756498556
925,6,4799,0.463282854582455
926,12,5329,0.4632157547055171
927,14,1347,0.4629308730371032
928,13,5322,0.4629236100592994
929,13,6903,0.4626188858868045
930,22,6104,0.4626045661300853
931,15,9147,0.4624020427014736
932,13,4380,0.46190364071123136
933,6,8421,0.46189179362426674
934,13,702,0.46183820947928494
935,10,5591,0.4617691204280575
936,10,6612,0.46166955861382614
937,11,1239,0.46153968362284525
938,8,2809,0.4614792243701955
939,12,3964,0.4613786409621851
940,13,6085,0.4613445539076144
941,8,8237,0.4612962309678259
942,13,62,0.46108347564865393
943,7,2489,0.4609883851466183
944,7,4874,0.46066078385175463
945,10,7433,0.46057783173270617
946,9,1058,0.4605074618079247
947,9,9090,0.46048406333620956
948,7,7782,0.4603828306586725
949,11,7213,0.460311548315258
950,10,6921,0.46013733836852455
951,7,1942,0.4600174049213553
952,9,1515,0.4599946211389995
953,10,3990,0.459974891368569
954,8,3992,0.459925623927222
955,13,1326,0.45974438843529875
956,7,3349,0.459711548408564
957,9,3964,0.45952952739414404
958,12,3365,0.4595036719392405
959,11,441,0.4592441577332861
960,12,4229,0.45853091744022473
961,12,8431,0.4582853059119081
962,8,4420,0.45827064591361755
963,6,4627,0.4579968268148667
964,14,3270,0.45795319614337204
965,13,1361,0.4578530222969354
966,8,4942,0.4576333704590836
967,5,2117,0.4574264526501415
968,12,7208,0.45741043968389505
969,9,6400,0.4569282805527647
970,15,2613,0.4568917242071734
971,6,5486,0.45662383235226406
972,13,191,0.45661209148204074
973,7,4831,0.4565418214299381
974,9,340,0.4563392503955908
975,15,45,0.4563254885066644
976,11,3495,0.4560333511379548
977,9,4613,0.455778005748826
978,5,5914,0.4557222405153556
979,12,4335,0.4557005501006868
980,13,41,0.4555095833765625
981,11,4813,0.45531930199998494
982,15,5073,0.4550077180665472
983,10,7873,0.45497193546710535
984,13,6820,0.4547828623955216
985,13,7668,0.45478082271390186
986,9,4582,0.4547032240558953
987,11,2877,0.4546906616966751
988,13,2237,0.45462026726083954
989,13,4877,0.45445677985030386
990,12,4584,0.4542540182838294
991,11,4708,0.45402320501621685
992,14,1506,0.45396961375960154
993,7,4213,0.45396433288922533
994,7,5768,0.4539211595348104
995,7,3844,0.4539133966585947
996,10,6850,0.45384681511730574
997,8,2463,0.4537673587260006
998,12,128,0.4536648418042062
999,4,4610,0.4536579764767092
1000,6,5179,0.4536300932197413
